,sentiment,text
17373,1, mmmmm you have someone on the inside question or are you being brlliant again
25994,2, awww exclamation i was thinking about you lot up there exclamation glad you enjoyed it 
17481,1,yay my only on sundays maid came exclamation exclamation the house will be clean again exclamation exclamation exclamation 
22667,2,like why the censored am i still up maybe because im drunk as hell and had a great time tonight censored was crazy
2259,0, i am very sad they cut down my pink tree i noticed it when i left today to get betos
7270,0,want to get my hands dirty with fubumvc but the documentation is not yet complete
24223,2, hmm ok well i hope you feel better soon babe ima go to bed i have a long day tomorrow
9094,1, it isn t easy exclamation be there for support it is the best thing you can do is offer your love support exclamation lost both of mine early
15262,1, question today and tomorrow at taipei anyone free for drink question 
9948,1, i don t know exclamation she never answered me
14586,1, we dont have the points yet was talkedabout it though first ticket i get in my whole driving career up to date not bad
9054,1,just ate at chipolte ate more than i usually do now i m ew full not content full but ew full 
16955,1, wish could but riding a tour from chicago back to iowa 
16392,1, kayla i went to go visit you but they wouldn t let us in school exclamation 
67,0,okay whats up with twitter my laptop is completely broke and now my computer is acting up so i dont reckon i will be on for t 
11049,1,_staack pfft i dont have the guts you tell him and say its a fundraiser like pfft
220,0, shiraz event was in an anti bahai center not in a mosque or in election campaign sadly children wr involved in zahedan
21582,2,happy star wars day may the fourth be with you exclamation 
377,0,_alicev no none in the house and i m not sure i should drive to the coffee stand it s worse than i thought it would be 
853,0,headache boo
8799,1, me too exclamation need some tour dates stat exclamation 
1873,0, was just told by dan to not say anything anymore now im super sad 
23877,2,has just come back from horse riding what a brilliant day
15297,1,mothers day in 45 minutes west coast time happy mothers day to all the mothers out there
17067,1, better than nodding off when you re in one lol
23904,2,in newcastle enjoying the family with mum on mother s day for the 1st time in years exclamation 
5273,0,yao is out for the rest of the season exclamation nooo exclamation staying home on a saturday night shock got my phone fixed
16824,1, you and i apparently how are you question 
24853,2,loves her mum very much exclamation happy mothers day to all the wonderful mothers out there
18141,2, have a great camp exclamation exclamation exclamation exclamation exclamation wish i could be there 
19812,2, man it will be a sweep no worries
19393,2, i really wish i could 
1249,0,ugh still sick this calgary cold has lasted forever 
12002,1,i can rome without ceasar
3488,0,fml still awake melatonin not working exclamation 
1811,0,i miss the one who would do anything to spend 5 min with me the one who used to say just tell me when and where
1024,0, for sure you should continue to tweet while on conf call while worrying about cat and bee 
10826,1,woo hoo sun outside might be able to get some sunset shots tonight fingers crossed exclamation exclamation exclamation exclamation 
18626,2,_rothlisberger that s censored awesome exclamation bookmark 
12934,1,leave for calcutta delhi lucknow tomorrow 10 days of absence exclamation exclamation exclamation 
6711,0,kate is leaving me all by my lonesome
13561,1, not gonna ask what a boom boom is exclamation morning 
14148,1,what happened to the warm question i will commence pouting until it returns readysetgo
11697,1, ha check the high scores today currently i have the no1 slot at 306 000
7030,0,i fear the spaceship is not long for this earth it just stranded me and edwin on the highway there was smoke
6343,0,my guitar ain t here yet question feel like i lost a limb exclamation 
16771,1, no its the same
16344,1, i m a buffalo worshipper maybe it is time to pay a visit to my preferred buff schack in town 
1367,0, did some research but couldn t find the specific thing which i wanna do with this drive s autorun
16397,1,europe bound
7251,0, censored internet jus cut me off exclamation was bout 2 shoot sum guys eye out kandi 
12712,1, what happened question exclamation 
23397,2, that was nice i just ordered my mom her gift from me and my sister something different and unexpected 
13762,1,missing ontario 
11844,1,_r i can t get one either because of the dog i m pretty sure the bunny wouldn t survive a struggle with tom
15021,1,phillies gamee with mama for mothers day
4916,0, ew sorry zach
1071,0, sorry to hear that carol 
23201,2,comp mental health wouldn t take me samuel rogers center in the city gave me appt on june 8th i have 2 days worth of pills left 
17866,2, they look nice atleast haha 3
14828,1, not cool hope you feel better i went up there for breakfast buy you were gone 
23286,2,i can t stop listening to new single exclamation paranoid it s so amazing i love them 
14157,1, forgot how much i like this song
19335,2,order pizza from the pizza girl exclamation we have to sing about it exclamation i love that new song so excited for the new song from jb paranoid 4 days
9459,1, bye 
1408,0,was gonna go to my brothers show but still feeling like poo censored 
12893,1, how does it look like a ninja tutle question exclamation xo lol
12868,1,watching southpark for another 20 minutes
16950,1,massive morning i m stuffed now
13334,1, i still have another hour 
12319,1, i no i wanna move to america exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation 
10576,1, i m real
13626,1,watching p s i love you eating chinese food what else is there to do when you re home alone on a friday night exclamation 
7544,0,aww i feel bad cause i dunno if nicole is in the city looking for me she s probably worried srry hun
6806,0,am little bit upset ppl is jerk 
15759,1,watching jackass then bed
4895,0, i can t take it
2621,0,_ censored cheer up lizzi there will b another foh hero concert but still i suppose we can b upset xoxoxo
1969,0, censored night want john where is he question 
18546,2, hee i love them all 
9329,1,hubby is snoring exclamation but i still love him
17100,1,is watching mock the week and is slowing cooking
19380,2,weekend is getting close too bad i ll be stuck up north hopefully i ll be able to get out next weekend for some real life fun 
12111,1, mine too
5085,0,it s so cold out there exclamation i ve just lost my wallet
15461,1, is there anything good about our country question 
11395,1, avatarcamp photos perhaps question lol just itching to see them exclamation 
15814,1, first of all i love your picture picture censored the boyfriend question question question jackie fml why haven t you embraced the phone 
5545,0,babysitting kids who won t let me play wii with them
14045,1, well look who s tweeting 
2742,0,is still pretty depressed about losing her hello kitty necklace
1248,0, i m afraid im def a product of the nri karan johar generation i ve been watching a lot of classics this semester
25983,2, good morning good luck exclamation belive in you
14158,1, i have to call stevie to reschedule exclamation exclamation i won a competition yesterday to the launch of sims 3 at luna park same day at 6pm
11539,1,hour til lunch can t wait ima go to mcd s
5410,0,hurt done trying 
14070,1, my 789 pacman pic
10880,1, where were u question via meetings 
21194,2, great show today
20255,2,is a sleepyhead looking forward to tomorrow i love his family 
24370,2, lol yeah i forgot about your tweetdeck statuses exclamation so funny
18426,2, zomg so cute matt censored thats a good movie
18331,2, happy monday exclamation exclamation hope you have a great week exclamation 
22495,2, hi my name is chelsea and i respect your opinion when it comes to dwts you were great on there too exclamation 
24814,2,finally i have finished my tec recipe card and i feel somewhat accomplished
7183,0,whoops exclamation start trek not start exclamation duh 
2003,0,14 hours later i am still too drunk to drive for shame on me for letting myself drink that much i am not in peak spirits right now 
15966,1, that s great exclamation i will have to do the same as i was forced to miss it i had to leave for work 
21748,2, discover a whole new beautiful you
11861,1,idk yet exclamation exclamation exclamation _gyrl i wanna go soon tho but i want more tweeps to be there
19156,2,whaaay first day on my own tomorrow this should go well
16471,1,hello exclamation im back andim drunk and as much asi love my friends i hate how they unintentionally make me feel inadequate ineedhelp
13351,1, yay exclamation at least i ll get to see you next year exclamation i m sad too 
19257,2,sitting by myself everyone took the good seats 
16174,1, not yet i save the pages to read for when i travel
10810,1,just got back from rachael s house
12368,1, seriously question question link plzz
5266,0,gawww why is facebook being so slow question 
18457,2,greeting you all a happy mother s day exclamation 
5432,0,sad day lakers please make me happy with a w
25810,2, ps love the new profile pic exclamation 
8276,0,omg my mom just called im too late hes gone
11151,1,with alex
11036,1,fell asleep waiting for my ride exclamation 
6024,0, been there done that exclamation exclamation ew exclamation exclamation 
20113,2,happy mother s day to my mom and every mom everywhere off for a stroll at the beaches later hopefully 
18184,2,just had some strawberries for afternoon snack i love strawberries exclamation exclamation gonna make a strawberry smoothie tonight after the gym
11029,1,on a day like today i would wear shorts and tshirt but now i m at dhq it s office wear 
21953,2, 3 your gonna be the first twitter cause your amazing lol come to canada would do anything to see you perform
16710,1,baby just left gonna get ready again and i m leavin chilis full _ 
4049,0,just about to eat home made indian food is boak x
2555,0,the puppy shall loose his um manly parts today poor guy 
9177,1,_sb i swear mine was evil it was green and everything lol
18419,2, whaa question you really should 2 and 3 are definitely optional though i liked them but i m also crazy 
3264,0, why no sn o yeah sad day 
1211,0,i wanna go to the extra show really bad
5205,0, sadly i don t hehe
7382,0,whew exclamation i literally shopped till i dropped and sprained my ankle ugh do you see the sacrifices i make for you question question 
3889,0,i don t think the neti pot is working for me maybe i m doing it wrong question 
22483,2, aww that s still awesome you had fun though i can assume 
25878,2, oh that s cool thanks exclamation exclamation 
15634,1,and so to london in a car that s about 500 degrees with no air con exclamation 
26204,2, yum thanks just getting dressed and waiting for my washing to finish so i can hang it up i ll text you when i set off
7046,0,google chrome forgot what everything looks like for some reason
4519,0,sitting in boring censored litterature listening to jack johnson missing the gf soooooooooooooooooooooooooooooooooooo much 
15997,1, but it was kinda funny sorry ur still my favorite tho
23092,2, it was amazing exclamation exclamation exclamation had the best time hope you had a good weekend too 
21918,2,1 john is an amazing book just what i needed to brighten my mood 
15128,1, should be drank with sugar and milk not coffee you have coffee on my brain 
1580,0, doesnt work already
8722,0,so now i have conjunctivitis in my left eye is this a sign of something question what did i do wrong to deserve this question lol i m dying people exclamation 
18963,2,watched wolverine yesterday a spur of the moment kinda thing awesome exclamation so proud that a south african director did that
12013,1,_uk yeah but it s myst exclamation 
25632,2, it is exclamation wish there was one in our area 
6802,0,its my burfday and i m all alone
16965,1,i didn t get the job but i will keep applying to other school i do want to teach exclamation exclamation exclamation 
19451,2, everythings fine now
8653,0, get you lol what time we eating id hate to be late
11931,1,well i m gonna go now goodbye all 
26091,2, _mintyfresh thanks very much exclamation exclamation 
7113,0,ouch just burned myself making soup for nico 
5593,0,i am so bored i really don t know what to do exclamation 
14255,1, you should hate your gender less not all men are bad in fact i quite like mens 
13557,1,head in the clouds
2700,0,ah yes the obligations of a vampire kept me away from twitter but now i m back will try 2 update as much as possible i lost a donor
4747,0,around takin it easy tonight b c i m still sick
22588,2,i have twitter sooo i m pretty censored cool now
1334,0,getting my hair cut todayyyy exclamation i m nerrrvous
17396,1,its raining
10789,1,after some pizzas going sleep
17303,1, yeah ill make sure i keep you updated i get it all delivered
16086,1, i can give you the contact of the person who makes those cheesecakes exclamation 
15690,1, i graduate at 9am on sunday june 14th 
21141,2,happy mothers day everybody exclamation exclamation exclamation exclamation exclamation exclamation 
16183,1,going to twitter in english for my foreign followers
14971,1,just discovered a painful sunburn on my right sholder hopefully it just turns into a tan exclamation 
7986,0,is having this massive headache exclamation and all i want to do is eat some nachos 
9554,1, i dont want you to go to india
19083,2, lovelytrinkets i like the way you worded that about rocky road
16147,1,new golf vi tsi 160hp is fast exclamation 
3573,0,everyone we have another hater 
23582,2,finally going home exclamation its been a long night ready to crash and have awesome dreams
23226,2, i know thx but i ll be ok 
1260,0,please don t forget us
4378,0, girl i am buying posting your pressie tomorrow but i have no censored clue what to get you so i m sorry if you hate it
7122,0, ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink owwwwwwwwwwwww
2708,0,gus formally known as world s ugliest dog has died we ll miss you gus 
17363,1,around reading bed 
20494,2,sitting at work waiting for this day to be over with it is always fridays that take forever wish the weekend would get here already 
3439,0,back at home at the moment iã â â½m speaking to my aunt on the telephone and darius is neighting in the backround miss my little horse
25880,2,why me question i am about to read another ecology book for two hours its all good fun today
13602,1,come on knight it s been well over 4 hours
5218,0,panera is not being nice to my iphone
3940,0,stoped broadcasting on blogtv coz they all left and was on my own and one one came any way xd
12936,1, i should be asleep trying to be 
16303,1,shack idol today can t wait it s gonna be funnn poor cameron he fell on a bar in speech today i felt so bad for him
13394,1,johnny actually invited me to the movies but i have too many things to do before the concert
5082,0,my tummy kinda hurts exclamation 
9545,1,i wish i had more chicken wings
9154,1,the sun is wonderful but makes me feel incredibly fat the less clothes and more exposure thing today i diet again 
3337,0, casey s gone question exclamation question exclamation but why question exclamation so she piddled a little on the carpet she s prolly freaked cause it s new can we get her back question 
20055,2, thanks so much jon same to your mom that is so sweet of you to think of all of us
2668,0,feels very very rough exclamation 
1652,0, the newest versions are not any better
24314,2,watched 100th episode of numb3rs loved how they did a throwback to the first episode using the sprinkler theory
9873,1, thanks i m self so i don t see the my account area i ll have to dig deeper it seems
11290,1,you know what s today question no question it s the star wars day you censored exclamation 
7176,0,photo so i still havnã â â½t hooked up my editing comp i know you guys miss my artwork so iã â â½ve decided to 
20218,2,not at prom ha exclamation chinese iced chai and some old school pokemon good night
9168,1,i want to go to singapore but my mother seems not
16640,1, my stay was great exclamation but my mother gave me the cold flu before i left and i still have a cough 
1908,0, it was buckfast brain just went blank
25850,2,i won because im awesome
6750,0,about to be stick at work till freakin 2 am madd suck and i worked most the day exclamation 
6834,0, chowder is the censored exclamation exclamation exclamation exclamation exclamation exclamation 
5684,0,hey u forgot me exclamation 
25720,2, i love pb banana sandwiches exclamation exclamation still a fav of mine
4554,0, laura elle s en fou elle don t like the french fans
16701,1, dont you think this tour went fast question i do
21811,2, oh that s good exclamation my top 4 are the haunted house sound one bakery inside ralphie s body i forget exclamation exclamation 
15035,1,my grandpa just told me he feels useless i said papa you re in your 80 s you just do what makes you happy somehow i doubt it helped
22177,2, a pretty black top with flowers in pink hues
19421,2, we can t wait to see you exclamation this week can not go fast enough exclamation 
9820,1,lack of sleep leads to major head ach
12400,1,my radiator boiled out
16199,1, is nto milk deffo exclamation 
8162,0, just answered you never learned how to write in french just basic stuff 
14930,1,just at starbucks with farrah exclamation 
7481,0, majorspoilers com has problems cannot get the site working
8487,0, that s just weird oh and what was it you were drawing for me question 
6573,0, these holidays are soo boring 
6342,0,so glad the days almost over another nite of me nd my pain pills alone at the crib lol ughh i wish this weekend was over alreadi exclamation 
293,0,i hate hiccups
24990,2,having fun with my friend exclamation 
14220,1,can t wait for tomorrow exclamation it s finally over exclamation bittersweet for sure
7033,0, that sucks 
6227,0, censored i always miss it
1667,0, that s not good
4468,0, and it s only downhill from now until labor day exclamation 
6749,0,omg at hollie exclamation that was well sad to watch exclamation see simon can be well nice when he wants to be exclamation lol
24239,2,just woke up feelin a lil better 3
13034,1,hmph i had to order some bootleg pharos gps phone they dont have the bb i wanted at office depot
18553,2, oh a storm that s always welcome news happy mothers day exclamation 
10211,1, i think i should but with who question hmmmm maybe a friend in alaska
22089,2, yay good for both of you enjoy the break you probably need it after such hectic weekend take care hun xxxx
24474,2, yeah i was thinking about that ahaha
25017,2, i know i enjoy watching you two on twitter about as entertaining as the comic that i miss
18593,2,why do weddings on tv make me cry question is it just my inner desire to be eternally happy and start the rest of my life question question 
889,0,i hate crowds 
17385,1,having internet access on board means i can see what bad weather we are flying into 
1150,0, ouch i hate it when that happens 
24256,2, main event has not happened yet but he is doing well so far
16759,1, lol exclamation thanks for showing me s site i won t tell hubby if you won t 
6307,0,omg exclamation bgt making me cry that wee girl it s soo sad 
3328,0,i honestly hate what i have said to some ppl sometimes sorry for makin an censored of myself to anyone 
10855,1,la bound exclamation exclamation 
9189,1,getting ready for work and the sun is shining plus it s the w e exclamation bgt tonight what am i gonna do after it s finished question exclamation 
17639,2, thanks ennio
20923,2, watched the standard dvd 3d version no blu in uk yet 3d effect was best i have seen on home system yet censored in 3d
20807,2,has two tickets to amadou and miriam for tue june 2 that i can t use 25 each to anyone who wants em that s face value should be good
21715,2, one thing is good enough for me friendship retained exclamation 
12381,1, kayyy xd yeah everyone always talks about the part where the dog dies i need to find a movie that you haven t seen now xd
20673,2,_gurl woot
21349,2,_carter hey brian littrell is there exclamation exclamation he doesnt really like this kinda pages rigth question kisses exclamation i loev you guys exclamation 
18321,2,_cool yep here s hoping
8091,0, dude i tried exclamation exclamation it wouldn t load exclamation 
26130,2, hey thanks for following love the name elijah thats what im going to name my son
9971,1,just got home talk
22586,2,hehe wondered wtf star wars day was and why it was the top trending topic now i get it may the fourth be with you also 
610,0,truck has bit the dust don t know if i ll make the mustangs game tomorrow
22168,2,hi i was just getting up now so i tought i could write something today i m gonna go shopping exclamation soo fun isn censored question 
7838,0,ouchhhhhh i burnt my frkn tongue
3964,0,needs to mug for chinese a s but doesn t feel like it 
22683,2,funtime was not a lot of fun exclamation exclamation but finally done with it
21730,2,im joining twitter lol
23554,2,good night everybody i love u phillip exclamation xo
19330,2, chillin promoting muzik not eating lmaao
24333,2, wish i was rollin with ya
7783,0,is tired of summer already
16813,1, yea it s my road warrior workaholic lifestyle 
11837,1, can t you write a song without your guitar question i thought you could look for something to do exclamation 
15216,1,sleep work tomorrow 
12711,1, thanks u 2 exclamation exclamation exclamation idk if im going or not i don t feel like getting all dress up and doing my hair exclamation exclamation exclamation lol
15596,1,my tweetdeck won t pull up 
11045,1, a whole season behind the us now
1383,0,oh yea and i feel really feckin tired today exclamation 
3858,0, red question wtf happened to dark blue black stripes question 
23553,2, smile everything worked out 
4237,0,school is going to be absolutely horrible today peace out 09
20193,2, see you october exclamation love the new book when s the next one out question 
6429,0,you know for a short week it certainly dragged
16527,1,playing pacman on itouch exclamation lol
24952,2,at social just saw g 1 awwww
6461,0,tummy hurts oh noes
14182,1, boo you didnt answer my text
1911,0,with thee ladies getting retarded
22987,2,i love how simple my safari toolbar is exclamation 
5438,0,just woke up i dreamed i had 9 new emails exclamation sadly it was just a dream
5100,0, sorry rb is on ps3 for me
17743,2,i absolutly love kill bill vol 1 exclamation exclamation exclamation i think lucy liu is sooo gorgeous exclamation exclamation exclamation exclamation 
18508,2, a mouth for sure
21731,2,good morning tweetie world have a great day everyone 
12640,1,wishes she would call him hc 
21498,2,wow the weather is amazing today exclamation 
19628,2,_47 hey watch out you don t post too many adverts on your twitter feed i wouldn t normally follow but your blog is interesting
24458,2, thats the most colorful thing ive seen all day wow 
14967,1,finished with mtml assignment but didn t like it at all feels like i missed lotsa points but the word limit is 2500 hmmpph exclamation 
25838,2, hey samantha welcome and happy mother s day exclamation exclamation 
25318,2, haha okay have fun with that haha 
11900,1, lol what are your plans for today or should i say tomorrow then question 
18258,2, thanks for coming in tonight it made me so happy
8429,0, hugs still feeling poorly are you
21100,2, yay exclamation we will have to get together soon and do something
15575,1, why thank you i might just take you up on your offer
165,0,i dont believe in my eyes or should i say on my browser question omg omg omg
1203,0,i don t want to lose my wisdom teeth they make me wise i will soon be without a trace of wisdom
914,0,don t think i m gonna be able to go to see the jb 3d concert wrong time no where very close by
3576,0, ah sorry to hear that just saw pic of chi and looks cool i got beagle and ori pei
24780,2, aw honey you just relaxin question that s probably for the best 
16987,1,_a i have but you know it s not that easy 
5339,0, are you having any problems sending images from twitterberry mine just doesn t want to work exclamation censored 
2421,0, nooooooo exclamation exclamation not the receipt exclamation exclamation don t break my heart
13134,1, thats not helpful at least know you ve got a place secured already if things don t pan out but my fingers are crossed you
4464,0,still can t figure this twitter thing out i can t my background pic to stick and i can t seem to change my profile pic
12417,1, link exclamation 
17389,1,went swimming with the fam for over 2 hours exclamation we re a little toasty
22840,2, mcm is still my next main event i ll be happy to get back running soon still run less for 10 days 
1545,0,la unified summer schools drastically cut due to ca budget cuts very sad
24792,2, yes my ubook lenovo t400 finally arrived exclamation 
21225,2,time to get educated hope you all are off for a great start on this monday morning
25454,2, hey luis thanks exclamation i have flash and my prof s code to thank for that cough 
14096,1,sandwichesss then work
13647,1, same with drunk guests our jobs are pretty similar sometimes
5465,0,alcohol makes me tired and i miss and want him so much it hurts
21875,2, congratulations on winning the indie award
20012,2, just study according to the notes that you had to copy and you ll be fine 
936,0,it is hot here in texas and our ac upstairs is broken so its really hot at my house 
12462,1,got a sniffle got the kids and hubby just left to work in sydney for the weekend boo hoo
6832,0,bored tired got headache
2561,0, lmao exclamation i was just thinking how i censored hate least 3 people that i m following but i haven t unfollowed em yet i m a loon 
136,0,awww my daddy exclamation got in a car accident exclamation pray for him exclamation he s shook n up a lil exclamation 
11938,1,_k good question could they question 
14940,1,taking the day off and doing absolutely nothing studying begins on the morrow
23526,2,woken up by a bacon and egg sandwich in bed man i have good housemates
11331,1,took mr timothy for a run he s quite fast if i hold up his bottom
23581,2,at the theatre seeing star trek for a second time becuase i am that cool
4641,0,hanging out with rex missing alabama and my nanna already 
23063,2,happy mother s day to all mothers exclamation 
21083,2,had an awesome lunch with the family now dinner with the in laws
11219,1, lol well i m qlad u enjoyed yur ramen noodles i had fried chicken im tired now
12066,1,sb 239k flop a q 9 4 players check turn 9 i check call 200 bet river brick i check call with trip 9 s with k kick he shows a9 
15265,1, polyester protester quester semester sequester hope this helps
11451,1,confuzzled
21098,2, i think did an amazing presentation about the whole keeping review items and tax thing at blogher 08 she s awesome exclamation 
8478,0,it s a sad day for beer drinking movie goers the speakeasy theaters are no more
23307,2,working on short story totally loving one of my secondary characters
23037,2,he s pretty cute 
20005,2,loves the smell of roast in the oven thanks for the ideas exclamation 
6611,0,i totally forgot thats its friday till i read s tweet ha i feel dumb take a breath 
11478,1, oh what s up question 
20570,2, yes that does sound like a distinct advantage fortunately i enjoy being female 
15305,1,guess i have to go back and scrape out the oven now blerg
25664,2, lol good morning exclamation ran 4 milles hit the gym question have a great day exclamation exclamation exclamation 
12653,1, we forgive you and we have missed you exclamation 
252,0,omg no icecream
8790,1,watching please twins gonna make some iced tea bd
14623,1,get fightstar mercury summer here from musicmonday freemusic
3871,0,back to work tomorrow whose idea was it to go back on a saturday question exclamation question oh wait that would be mine fail 
2456,0, so where r u spinning now that the hookah is r i p question 
19914,2, i love that show i would totally go on time bandit deadliestcatch tpg love ocean crab legs suspense 
3448,0,jus got back from a run up sunset blvd exclamation my cuzin tried to kill me my legs are still movin and i m sittin down exclamation exclamation 
1438,0, something like that happened to me once we closed the side door too hard and the engine locked up
22062,2,bout to hit the sack got censored to do tomorrow happy mothers day mom exclamation 
11500,1, looking forward to your gig in ireland exclamation exclamation exclamation see ya there exclamation 
19928,2,nice and clean now
276,0,my dad is trying to force me to learn to drive i don t like doing things i m not good at in public
25939,2,photo thatã â â½s what you call hope 
21687,2,thanks _twit01
16014,1, it will warm up once you start digging
12221,1,trying to stay upbeat while i wait to get my keys out of my locked car
21378,2, bummer i know lol i actually do more partying when i am in school then out of school i think it somehow helps me hahaha exclamation 
1253,0, awwww nsty when ppl make fun of someone laugh their asses off when the see ur not laughing that shoud be a hint exclamation wrong
17741,2,going to bed goodnight
16587,1,yep i think i might have just made the decision to go head first we may be witnessing a historical moment real talk
25607,2, i think so exclamation well u re lucky
17996,2, i know it s so crazy exclamation i love using it too have you seen my yt recently question i am a partner now censored 
11233,1,last day of classes exclamation exclamation 
21569,2, it s pretty perfect eh exclamation yes we cannabis exclamation i saw some of those signs at the global marijuana march too 
15478,1, check this video out scriptgirl report 05 08 09 i can officially now survive the weekend
14450,1, _newamerykah_ im alllllllllllllllllllllllllllll about that a censored woke up late didnt get my breakfast wakenbake 
25331,2, thanks for following
11305,1,two week extension on contract i m ready for it to be done
17056,1,thnkn bout yesterday best day ever exclamation 2day virtus vs treviso at da futurshow hard game gotta win exclamation forza ragazzi exclamation exclamation exclamation 
25620,2, i miss u guys too i prob won t b bk til august sumtime but if i come bk anytime b4 then ill 4 sure let u kno exclamation 
739,0,home alone on a friday night doesnt get sadder than that folks
5261,0, i don t mind sam but i liked kate more i don t like chris he s smarmy 
3187,0, i agree i missed a lot while i was away and busy and now it s like a whole new place
2746,0, i was sleep for all that and missed the fun exclamation hey dg lets play another gammme brian
4954,0,i feel so deflated no more doggy 
4515,0, i heard it is not illegal unless you are caught
26127,2,i think taylor laughtner and selena gomez are the cutest couple exclamation i love them both exclamation just read it on m exclamation my fave mag
19274,2, ily babe sweet dreams 
22182,2,_kittykat that s very nice of him 
15954,1, when are you coming to indianapolis exclamation question exclamation question 
12467,1,i need to go out of office again i am melting 
23434,2, hey you weirdo exclamation haha jk exclamation i love you exclamation 
13885,1, aaaawww would u like an alcoholic beverage of your choice question 
5866,0,sick at home and so bored i want to get better already so i can enjoy being a college grad exclamation 
18783,2, love that song exclamation happy monday
14735,1, too many germã â â½n rodrã â â½guez s results which one are you question i mean how do you look like in your profile picture question 
25191,2, i know ridiculous exclamation we never got to hang out i love chicago and want to go shopping so a trip sounds like fun
1377,0,looking for the in coal harbour can t find it exclamation 
969,0, i do the same thing to anybody covering dave haha we don t like people messing with perfect music 
6448,0,ugh cant sleep on this bus still have like 5 hours
2345,0,virus hunting on computer always wondering what it will destroy
14120,1, oh ok didn t know that 
20713,2,happy mother s day all of the mom s around the world exclamation i love mine more than anything in the world and can t wait to celebrate exclamation woo exclamation 
19880,2, aren t you suppossed to support the local economy lol good for you and congrats
13207,1, mostly just going to work and then update my twilight blog basically that s my life is it sleeptime for you question 
21040,2,3 years in 2 months exclamation exclamation hooorah exclamation can t wait exclamation 
20909,2, i def will if anyone leaves the room for a second he has to follow he s a really great dog otherwise so far 
3465,0,waiting for sleeping pills to kick in gonna be so tired at work tomorrow
15934,1,sitting and waiting and hoping this lady would hurry the hell up i hate moving it super sucks 
24970,2,i had a super cool dream last night asked me and to be on her show wooowww hopes it will come true 
501,0,has on music at work today its so painful
3287,0,michael scofiled noooooo exclamation exclamation i hate the writer director n production
17694,2, patience it s worth it
15652,1,one week till exam block
5149,0,at hannah montana set im missing tennessee alot today
7823,0,is not a happy bunny
8959,1, ah well at least i m up to exclamation 
10454,1, i don t see why not
15131,1,faith and daphne
3731,0,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame
22119,2, nothing like alone time with your handheld device
17213,1,pretty amazing weekend so far but its bedtime i m exhausted exclamation mothers day tomorrow nighty night
9376,1,spent the entire morning in a meeting w a vendor and my boss was not happy w them lots of fun i had other plans for my morning
8578,0,missing on his birthday
25516,2, hahah no not that valley that s cool valley texas valley like rio grande valley ahaha i wish i lived in california valley
17372,1, no email question just kidding it can wait filling out form now seriously 
19528,2,my puppy gizmo h8s me haha he still growls me i always look back my long pruple scar on my fingie
15327,1, i m so sorry exclamation exclamation i hope she s ok censored 
8475,0,its so hot here
18684,2,i found a ride yes exclamation exclamation exclamation liquor here i come
1117,0,has made a decision and will stick to it although i m really not sure it s the right one
23839,2, lets hope retirment is not cancelled for any reason
10279,1,franco made breakfast for mom here he s trying to cut the strawberries only safe knife fb 
16204,1,i m having a fantastically miserable time so far 
4501,0,awww i ve lost a follower i fail
14548,1,_fizz he s really not into new people i dunno em but he said he d try
11541,1, that s such a long time from now
17064,1,kids out for summer pool has been taken over no more tanning girls haiku yayschoolisout sarcasm
18514,2,is wishing all of the mother s out there a very happy mother s day exclamation exclamation love ya exclamation 
4131,0,just came back from watching terminator salvation cathay it s so so only not so much action but i feel sorry for marcus though 
3646,0, the ordered me a new blackberry to arrive tues exclamation i may die between now and them without phone i have withdraws already
893,0,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there
3102,0,ah friday exclamation exclamation exclamation exclamation but funeral at 5
8965,1, pretty_mess you missed all the free shots
9036,1,what question i focused on tom so much i didn t see my beloved barack exclamation oh no exclamation i must vote for both exclamation poor president only has 626 votes 
8898,1, not had an offer like that for a while
23479,2,relaxing with my daughter watching friends
23445,2,getting one of our field vehicles cleaned looks like our action hero governor wants to give me another furlough day how nice of him
12880,1,it s 6 am i haven t been to bed yet and i just got my second wind guess i should edit or read or something until i feel tired huh question 
12200,1,installing a new hard drive exclamation gotta redo everything though
4854,0,blackout in the city is never good
16146,1, girls are confusing 
5610,0,oh ffs a don t get paid till monday sorry william gonna have to wait till next weekend till i give you ã â â½ 
25089,2,awesome lucky you
23560,2,i really fancy baked eggs but i have no spinach
16559,1,soaked in the rain in 30 seconds and i wasn t even hiking 8 4 miles with 2 5 miles in the rain like last weekend 
3948,0, too bad 
13263,1, oh thas cool you know i only kinda knew bouts you cuz of ericson haha when you guys were together x 
7387,0,sigh it s always so sad when you watch the series finale no more green wing left to watch
51,0, if i say please reply to me dougie will you do it question i double dare you
2446,0, sorry about the weather hopefully you re not in the 2 3 hour wx delays here in bwi
5857,0,was late
20549,2,_ottawa have fun exclamation 
412,0,is not feelin well i feel sooooo weak i hate bein sick in the summer
25828,2,had a nice time with her little sister baby is all grown up
22186,2,goodmorning world
9733,1, i need a wardrobe intervention
7172,0, me too exclamation hehe i hate colds totaly annoying 
13390,1,still awake will get some sleep i have to drive to fortuna early red bull will guide me
19346,2, thanks so much exclamation we love fanmail talk to us anytime
13929,1,_ that is not even a question when when is the question
